Description,AverageCost ,MinCost ,MaxCost ,Occurrences,Total,RowsBelow
Protein Tyrosine Kinase Inhibitors,2899.373898,2899.373898,2899.373898,36185,104913844.5,1
Proximal Colon Procedures,7024.908627,5943.444056,8336.613688,9899,62900783.34,3
Pulmonary,3169.574786,1802.32429,4801.745679,4322,12158660.73,4
Pulmonary Embolus with Interventions,4759.472966,3478.879719,6040.066212,1544,7136047.78,2
Pulmonary Embolus without Interventions,1852.028485,833.2863722,3262.850141,45949,63427014.27,5
Pulmonary Oedema with Interventions,4294.917887,4294.917887,4294.917887,142,609878.34,1
Pulmonary Oedema without Interventions,1330.198715,1025.758419,1634.639012,2311,3134672.85,2
Pulmonary Surfactant Drugs,900.7427493,900.7427493,900.7427493,6740,6071006.13,1
Radiation Synovectomy,628.3968571,628.3968571,628.3968571,35,21993.89,1
Radical or Revisional,3757.180281,3612.400825,3901.959737,2498,9188825.84,2
Radiofrequency Ablation or Cryoablation,868.0385822,868.0385822,868.0385822,12047,10457260.8,1
Radiological Insertion of,898.6007229,898.6007229,898.6007229,332,298335.44,1
Radiological Insertion of Gastrostomy Tube,1136.677813,798.0151535,1475.340472,3664,3397377.92,2
Red Cell Mass Studies,338.9979728,338.9979728,338.9979728,661,224077.66,1
Reduction of Fracture of Nasal Bone,637.1118226,637.1118226,637.1118226,8296,5285479.68,1
Reduction or Fixation,2410.672199,2009.031071,2812.313326,6518,17325752.16,2
Rehabilitation following Head and Neck Reconstructive Surgery,589.7270968,589.7270968,589.7270968,31,18281.54,1
Rehabilitation following Other Reconstructive Surgery,332.4145056,332.4145056,332.4145056,4359,1448994.83,1
Rehabilitation for Acute Myocardial Infarction or Other Cardiac Disorders,257.7762206,257.7762206,257.7762206,62177,16027752.07,1
Rehabilitation for Amputation of Limb,391.8009848,391.8009848,391.8009848,18644,7304737.56,1
Rehabilitation for Brain Injuries,491.6316386,491.6316386,491.6316386,137065,67385490.54,1
Rehabilitation for Burns,378.5725055,378.5725055,378.5725055,451,170736.2,1
Rehabilitation for Drug or Alcohol Addiction,334.2849891,334.2849891,334.2849891,1373,458973.29,1
Rehabilitation for Hip Fracture,322.5796902,322.5796902,322.5796902,153654,49565659.72,1
Rehabilitation for Inflammatory Arthritis,314.8525241,314.8525241,314.8525241,3526,1110170,1
Rehabilitation for Joint Replacement,334.8797556,334.8797556,334.8797556,50527,16920469.41,1
Rehabilitation for Non-Inflammatory Arthritis,310.5620966,310.5620966,310.5620966,11137,3458730.07,1
Rehabilitation for Other Disorders,322.9733739,322.9733739,322.9733739,1025434,331187878.7,1
Rehabilitation for Other Musculoskeletal Disorders,300.968005,300.968005,300.968005,275474,82908860.2,1
Rehabilitation for Other Neurological Disorders,389.373256,389.373256,389.373256,176454,68706468.51,1
Rehabilitation for Other Psychiatric Disorders,468.4570481,468.4570481,468.4570481,69676,32640213.28,1
Rehabilitation for Other Trauma,357.4223849,357.4223849,357.4223849,38781,13861197.51,1
Rehabilitation for Pain Syndromes,480.9326385,480.9326385,480.9326385,3176,1527442.06,1
Rehabilitation for Respiratory Disorders,324.6264192,324.6264192,324.6264192,117074,38005313.4,1
Rehabilitation for Spinal Cord Injuries,403.4080084,403.4080084,403.4080084,53158,21444362.91,1
Rehabilitation for Stroke,338.654824,338.654824,338.654824,620883,210265023.1,1
Removal of Cardiac Pacemaker or Cardioverter Defibrillator,5844.632025,3690.744636,7998.519414,736,4112107.08,2
Removal of Central Venous Catheter,868.2480509,485.1278982,1251.368204,12709,7248954.25,2
Removal of Electrocardiography Loop Recorder,889.3103634,889.3103634,889.3103634,3357,2985414.89,1
Removal of Subcutaneous Port,735.1233276,735.1233276,735.1233276,1160,852743.06,1
Renal Replacement Peritoneal Dialysis Associated Procedures,1046.425058,1046.425058,1046.425058,3729,3902119.04,1
Renogram,271.1825911,256.1026894,289.6864653,13903,3605469.24,3
Resection or Ablation Procedures for Intra-Uterine Lesions,1042.855397,1042.855397,1042.855397,43784,45660380.72,1
Respiratory Failure with Multiple Interventions,5402.015813,4057.934764,6746.096862,898,4517678.1,2
Respiratory Failure with Single Intervention,2407.413826,1665.35669,3397.299766,5859,13263163.76,3
Respiratory Failure without Interventions,1634.280627,923.7972319,2489.26351,13471,19071086.24,3
Respiratory Muscle Strength Studies,204.6187546,204.6187546,204.6187546,273,55860.92,1
Respiratory Neoplasms with Multiple Interventions,5534.790284,3751.124313,7452.445394,1261,6851532.93,3
Respiratory Neoplasms with Single Intervention,3945.113799,2716.657767,5311.739823,5136,18974818.17,3
Respiratory Neoplasms without Interventions,2094.834096,871.2035675,3542.700866,45941,73124713.15,4
Respiratory Nurse or AHP,214.2637829,214.2637829,214.2637829,23215,4974133.72,1
Respiratory Sleep Study,341.2613198,341.2613198,341.2613198,40787,13919025.45,1
Respiratory Syncytial Virus Prevention Drugs,764.3169387,764.3169387,764.3169387,8774,6706116.82,1
Respiratory Syncytial Virus Treatment and Hepatitis C Treatment Drugs,3370.997982,3370.997982,3370.997982,34895,117630974.6,1
Respite Care with length of stay 4 days or less,738.4342105,738.4342105,738.4342105,133,98211.75,1
Respite Care with length of stay 9 days or more,3874.812358,3874.812358,3874.812358,106,410730.11,1
Respite Care with length of stay between 5 and 8 days,3046.995166,3046.995166,3046.995166,151,460096.27,1
Restrictive Stomach Procedures for Obesity,4133.521118,4133.521118,4133.521118,1870,7729684.49,1
Retinal Disorder Drugs Band 1,231.9503423,231.9503423,231.9503423,2863,664073.83,1
Retinal Tomography,125.7898845,115.859884,135.7198851,1067974,123928899.3,2
Rib or Chest Fracture,2110.126799,1057.866817,3773.227158,8056,12284286.94,4
Same Day Chemotherapy Admission or Attendance,0,0,0,765354,0,1
Same Day Dialysis Admission or Attendance,0,0,0,0,0,2
Same Day External Beam Radiotherapy Admission or Attendance,0,0,0,776169,0,1
Satellite Haemodialysis or Filtration,156.418045,132.0911982,213.96,1702101,252491145.7,8
Sclerotherapy of Bilateral Varicose Veins,755.6572485,755.6572485,755.6572485,338,255412.15,1
Sclerotherapy of Unilateral Varicose Veins,594.3421598,594.3421598,594.3421598,6459,3838856.01,1
Scoliosis or Other Spinal Deformity,1477.485833,903.9792881,2386.965116,6541,8319812.86,3
Scrotum,2034.809093,546.6369726,4478.414173,21058,20751417.09,6
Sentinel Lymph Node scan,276.3442484,276.3442484,276.3442484,15952,4408243.45,1
Sepsis with Multiple Interventions,8092.31142,6603.364798,9514.834069,2162,17538475.99,3
Sepsis with Single Intervention,4979.992475,4052.582682,5852.845643,6427,31081299.51,3
Sepsis without Interventions,2147.547845,1513.591675,2851.255022,98766,183643848.2,3
Septic Shock with CC Score 0-4,1425.4894,1425.4894,1425.4894,200,285097.88,1
Septic Shock with CC Score 5+,2319.773419,2319.773419,2319.773419,310,719129.76,1
Septoplasty,1667.058811,1638.881368,1695.236253,11747,19295107.27,2
Septorhinoplasty,2860.719918,2773.404989,2948.034848,4066,11368519.99,2
Sickle Cell Anaemia without Crisis,657.555018,657.555018,657.555018,4448,2924804.72,1
Sickle-Cell Anaemia with Crisis,1711.339289,1057.000569,2737.452992,15294,20319125.71,3
Signs or Symptoms,1268.701725,819.7934376,1717.610013,3037,3179235.8,2
Simple Echocardiogram,70.90596236,56.99617303,84.27963367,388080,27605200.96,3
Simple or Cortical,3634.808582,3634.808582,3634.808582,952,3460337.77,1
Single,9259.989232,3126.388631,16785.6196,6991,41502443.94,7
Single Open Procedure,6224.294952,3362.8521,9953.201134,3095,15882741.24,4
Single Open Procedure on Blood Vessel of Lower Limb with CC Score 0-3,5414.644183,5414.644183,5414.644183,2049,11094605.93,1
Single Open Procedure on Blood Vessel of Lower Limb with CC Score 11+,13583.70656,13583.70656,13583.70656,352,4781464.71,1
Single Open Procedure on Blood Vessel of Lower Limb with CC Score 4-6,6488.485596,6488.485596,6488.485596,1467,9518608.37,1
Single Open Procedure on Blood Vessel of Lower Limb with CC Score 7-10,8575.256709,8575.256709,8575.256709,793,6800178.57,1
Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention,9603.769849,7472.475901,12316.47376,1055,9959335.87,3
Single Open Procedure on Carotid Artery with CC Score 0-4,4303.766829,4303.766829,4303.766829,2882,12403456,1
Single Open Procedure on Carotid Artery with CC Score 5+,5346.6636,5346.6636,5346.6636,1125,6014996.55,1
Single Photon Emission Computed Tomography (SPECT),207.3762555,94.90467442,265.3357522,18103,4669551.2,3
Single Photon Emission Computed Tomography with Computed Tomography (SPECT-CT) of more than three areas,550.6696574,500.3425,600.9968149,1114,668302.6,2
Single Photon Emission Computed Tomography with Computed Tomography (SPECT-CT) of one area,203.772138,118.416391,268.2715614,17928,4726445.44,3
Single Photon Emission Computed Tomography with Computed Tomography (SPECT-CT) of two or three areas,810.1997947,694.7495894,925.65,1099,764222.5,2
Single Plasma Exchange,592.1229857,503.3473225,680.8986489,210704,108401682,2
Skin Condition Drugs Band 1,873.3731995,873.3731995,873.3731995,2441,2131903.98,1
Skin Disorders with Interventions,5047.008916,1872.921862,8250.711336,33951,107261845,4
Skin Disorders without Interventions,2249.288667,642.6082284,4495.064647,197451,259744224.6,6
Sleep Disorders Affecting Breathing,1323.517083,584.3640865,2497.86843,6168,6059242.36,4
Soft Tissue Disorder Drugs Band 1,4693.62,4693.62,4693.62,2,9387.24,1
Soft Tissue Disorders with CC Score 0-2,521.9722592,521.9722592,521.9722592,44799,23383835.24,1
Soft Tissue Disorders with CC Score 12+,2875.487396,2875.487396,2875.487396,1924,5532437.75,1
Soft Tissue Disorders with CC Score 3-5,740.6462011,740.6462011,740.6462011,23920,17716257.13,1
Soft Tissue Disorders with CC Score 6-8,1126.813316,1126.813316,1126.813316,10051,11325600.64,1
Soft Tissue Disorders with CC Score 9-11,1748.441678,1748.441678,1748.441678,4178,7304989.33,1
Somatostatin Analogues,677.4910522,677.4910522,677.4910522,27942,18930454.98,1
Special Screening,34.50033532,34.50033532,34.50033532,1218451,42036968.07,1
Specialised Fetal Invasive Diagnostic Procedures,366.3856077,366.3856077,366.3856077,7051,2583384.92,1
Specialised Fetal Therapeutic Procedures,467.7517465,467.7517465,467.7517465,1002,468687.25,1
Spinal Cord Conditions with Interventions,13279.89484,13279.89484,13279.89484,657,8724890.91,1
Spinal Cord Conditions without Interventions,4018.338725,2652.301581,6333.772274,5425,19295790.33,4
Spinal Cord Injury with CC Score 0-1,4151.256378,4151.256378,4151.256378,196,813646.25,1
Spinal Cord Injury with CC Score 2+,16143.05165,16143.05165,16143.05165,521,8410529.91,1
Spinal Infection with Interventions,9292.527252,7099.419931,11485.63457,1034,9345300.3,2
Spinal Infection without Interventions,3145.563488,1890.483172,4057.784752,3031,8293616.9,4
Spinal Tumours with CC Score 0-1,2257.481615,2257.481615,2257.481615,161,363454.54,1
Spinal Tumours with CC Score 2+,4363.743686,4363.743686,4363.743686,255,1112754.64,1
Standard,12054.93218,3564.145474,18261.88728,9459,106634243.5,11
Standard Cardiac Catheterisation with CC Score 0-1,1164.553534,1164.553534,1164.553534,56570,65878793.42,1
Standard Cardiac Catheterisation with CC Score 10-12,4608.384397,4608.384397,4608.384397,2838,13078594.92,1
Standard Cardiac Catheterisation with CC Score 13+,6671.949332,6671.949332,6671.949332,1498,9994580.1,1
Standard Cardiac Catheterisation with CC Score 2-3,1492.866559,1492.866559,1492.866559,42733,63794666.67,1
Standard Cardiac Catheterisation with CC Score 4-6,2101.344958,2101.344958,2101.344958,25657,53914207.58,1
Standard Cardiac Catheterisation with CC Score 7-9,3309.639514,3309.639514,3309.639514,7815,25864832.8,1
Standard Coronary Artery Bypass Graft with CC Score 0-4,10285.84775,10285.84775,10285.84775,4974,51161806.71,1
Standard Coronary Artery Bypass Graft with CC Score 10+,12013.9126,12013.9126,12013.9126,917,11016757.85,1
Standard Coronary Artery Bypass Graft with CC Score 5-9,10361.58717,10361.58717,10361.58717,2845,29478715.49,1
Standard Infectious Diseases with Multiple Interventions,6405.233593,6405.233593,6405.233593,270,1729413.07,1
Standard Infectious Diseases with Single Intervention,3343.818478,2091.553116,4596.083841,1515,4238137.59,2
Standard Infectious Diseases without Interventions,1438.274843,655.6150655,2471.079541,33420,30941184.31,4
Standard Long Term EEG Monitoring,375.9607791,375.9607791,375.9607791,3658,1375264.53,1
Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 0-4,3138.88099,3138.88099,3138.88099,1131,3550074.4,1
Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 10+,6768.585055,6768.585055,6768.585055,273,1847823.72,1
Standard Other Percutaneous Transluminal Repair of Acquired Defect of Heart with CC Score 5-9,4229.114092,4229.114092,4229.114092,523,2211826.67,1
Standard Patch Tests,180.4835914,127.1990602,233.7681226,28396,3858865.03,2
Standard Percutaneous Transluminal Ablation of Heart with CC Score 0-2,3737.758907,3737.758907,3737.758907,7336,27420199.34,1
Standard Percutaneous Transluminal Ablation of Heart with CC Score 3+,4171.235056,4171.235056,4171.235056,2593,10816012.5,1
Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 0-3,2429.959823,2429.959823,2429.959823,33875,82314889.02,1
Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 12+,6892.324668,6892.324668,6892.324668,1101,7588449.46,1
Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 4-7,3100.354348,3100.354348,3100.354348,15708,48700366.1,1
Standard Percutaneous Transluminal Coronary Angioplasty with CC Score 8-11,4335.854418,4335.854418,4335.854418,3341,14486089.61,1
Standard Repair of Aortic Root with CC Score 0-6,12657.19788,12657.19788,12657.19788,208,2632697.16,1
Standard Repair of Aortic Root with CC Score 7+,16403.6703,16403.6703,16403.6703,101,1656770.7,1
Standard Repair of Ascending Thoracic Aorta with CC Score 0-6,10748.72011,10748.72011,10748.72011,464,4987406.13,1
Standard Repair of Ascending Thoracic Aorta with CC Score 7+,15999.99287,15999.99287,15999.99287,195,3119998.61,1
Standard Repair of Descending Thoracic Aorta,17343.56551,17343.56551,17343.56551,69,1196706.02,1
Stereotactic Intracranial Radiosurgery,3113.728078,2983.856853,3243.599304,1277,3881294.89,2
Stereotactic Intracranial Radiosurgery for Arteriovenous Malformations,4009.015025,4009.015025,4009.015025,203,813830.05,1
Stomach Bypass Procedures for Obesity,4925.892719,4925.892719,4925.892719,3075,15147120.11,1
Stroke with CC Score 0-3,1817.390211,1817.390211,1817.390211,34078,61933023.62,1
Stroke with CC Score 10-12,4363.981437,4363.981437,4363.981437,21461,93655405.61,1
Stroke with CC Score 13-15,6323.161735,6323.161735,6323.161735,12803,80955439.69,1
Stroke with CC Score 16+,9185.140509,9185.140509,9185.140509,5910,54284180.41,1
Stroke with CC Score 4-6,2418.960475,2418.960475,2418.960475,43910,106216554.5,1
Stroke with CC Score 7-9,3232.855628,3232.855628,3232.855628,33059,106874974.2,1
Subfoveal Choroidal Neovascularisation Drugs,664.8803807,664.8803807,664.8803807,428449,284867334.2,1
Surgical Removal of Tooth,631.2677319,337.9548629,924.5806009,63051,27751302.54,2
Sympathectomy,1889.409645,1889.409645,1889.409645,282,532813.52,1
Syncope or Collapse,1286.281454,557.0786448,2343.840451,118791,106609647,5
Tauroselcholic Acid (SeHCAT) Scan,302.5802005,302.5802005,302.5802005,7829,2368900.39,1
TB Nurse Support,187.7708133,187.7708133,187.7708133,29189,5480842.27,1
Tendency to Fall,3294.142599,1221.063428,5975.383066,131663,197883902,7
Testing of Cardiac Pacemaker or Cardioverter Defibrillator,129.1015997,129.1015997,129.1015997,173510,22400418.56,1
Thalassaemia,578.5165284,578.5165284,578.5165284,10678,6177399.49,1
Therapeutic Bronchoscopy,1601.74863,1601.74863,1601.74863,737,1180488.74,1
Therapeutic Colonoscopy,616.2174962,616.2174962,616.2174962,126284,77818410.29,1
Therapeutic Colposcopy,255.9248631,255.9248631,255.9248631,39598,10134112.73,1
Therapeutic Endoscopic,1604.169866,1126.647907,2081.691825,6345,8216320.07,2
Therapeutic Endoscopic Upper Gastrointestinal Tract Procedures,624.7552561,624.7552561,624.7552561,22627,14136337.18,1
Therapeutic Flexible Sigmoidoscopy,517.2188374,517.2188374,517.2188374,27835,14396786.34,1
Threatened or Spontaneous Miscarriage,1367.618115,579.6592783,2155.576952,47480,28866480.31,2
Thrombocytopenia with CC Score 0-1,395.3412145,395.3412145,395.3412145,9296,3675091.93,1
Thrombocytopenia with CC Score 2-4,598.5617491,598.5617491,598.5617491,4751,2843766.87,1
Thrombocytopenia with CC Score 5-7,939.5365844,939.5365844,939.5365844,1701,1598151.73,1
Thrombocytopenia with CC Score 8+,2517.279782,2517.279782,2517.279782,1011,2544969.86,1
Thyroid Gland Scan,263.6449444,233.4539917,293.8358971,8278,2403329.86,2
Thyroid Procedures with CC Score 0-1,2070.672442,2070.672442,2070.672442,15107,31281648.58,1
Thyroid Procedures with CC Score 2-3,3916.464972,3916.464972,3916.464972,1424,5577046.12,1
Thyroid Procedures with CC Score 4+,6231.368675,6231.368675,6231.368675,498,3103221.6,1
Tonsillectomy,1480.644535,1427.045869,1534.243201,28434,42099253.13,2
Torsion Dystonias and Other Involuntary Movements Drugs,295.0612985,295.0612985,295.0612985,80153,23650048.26,1
Total Pelvic Exenteration,19069.88925,19069.88925,19069.88925,213,4061886.41,1
Toxic Effect of Contact with Venomous Animal,251.6415871,251.6415871,251.6415871,2533,637408.14,1
Toxic Effect of Other Substance with CC Score 0-1,547.1667913,547.1667913,547.1667913,4413,2414647.05,1
Toxic Effect of Other Substance with CC Score 2+,1220.600559,1220.600559,1220.600559,501,611520.88,1
Tracheostomy,2971.595597,2971.595597,2971.595597,2464,7322011.55,1
Transcatheter Aortic Valve Implantation (TAVI) using Other Approach,21482.52745,18728.19098,24236.86392,271,5609681.03,2
Transcatheter Aortic Valve Implantation (TAVI) using Transfemoral Approach,21842.62594,19907.40305,23777.84883,1812,37728765.12,2
Transient Ischaemic Attack with CC Score 0-4,677.1517887,677.1517887,677.1517887,14603,9888447.57,1
Transient Ischaemic Attack with CC Score 11+,2137.00971,2137.00971,2137.00971,2797,5977216.16,1
Transient Ischaemic Attack with CC Score 5-7,953.1704064,953.1704064,953.1704064,8661,8255408.89,1
Transient Ischaemic Attack with CC Score 8-10,1272.509001,1272.509001,1272.509001,4573,5819183.66,1
Transjugular Intrahepatic Creation of Portosystemic Shunt with CC Score 0-5,5219.671032,5219.671032,5219.671032,155,809049.01,1
Transjugular Intrahepatic Creation of Portosystemic Shunt with CC Score 6+,9196.184045,9196.184045,9196.184045,178,1636920.76,1
Transperineal Template Biopsy of Prostate,1376.886841,1376.886841,1376.886841,10754,14807041.09,1
Transplant Failure and Rejection,5591.602473,2223.815403,10938.59403,2715,11349638.7,4
Transrectal Ultrasound Guided Biopsy of Prostate,417.6316455,417.6316455,417.6316455,38741,16179467.58,1
Transurethral Prostate Resection Procedures with CC Score 0-2,2537.967718,2537.967718,2537.967718,15436,39176069.7,1
Transurethral Prostate Resection Procedures with CC Score 3-5,2992.656558,2992.656558,2992.656558,3803,11381072.89,1
Transurethral Prostate Resection Procedures with CC Score 6+,4359.521606,4359.521606,4359.521606,822,3583526.76,1
Transvaginal Ultrasound,158.7770391,158.7770391,158.7770391,343246,54499583.57,1
Transvaginal Ultrasound with Biopsy,224.0921037,224.0921037,224.0921037,7249,1624443.66,1
Treatment of Erectile Dysfunction,228.7990401,228.7990401,228.7990401,2146,491002.74,1
Trigger Point Injection for Pain Management,512.5188058,512.5188058,512.5188058,7193,3686547.77,1
Tympanoplasty,2325.884917,2317.35287,2334.416963,6041,14033239.81,2
Ultrasound Elastography,131.1003463,131.1003463,131.1003463,2166,283963.35,1
Ultrasound Scan,77.98956261,48.38100895,94.12930808,170626,13088992.71,3
Ultrasound Scan with duration of 20 minutes and over,61.02445715,58.58566208,63.46325221,1030782,65202949.37,2
Ultrasound Scan with duration of less than 20 minutes,49.45749586,45.97045359,52.94453813,4010300,211679250.2,2
Unilateral,1037.232886,1037.232886,1037.232886,5263,5458956.68,1
Unilateral Cochlear Implant,21158.81697,21158.81697,21158.81697,775,16398083.15,1
Unilateral Core Needle Biopsy of Lesion of Breast,311.3945266,311.3945266,311.3945266,48878,15220341.67,1
Unilateral Delayed Free Perforator Flap Breast Reconstruction,9346.860423,9346.860423,9346.860423,781,7299897.99,1
Unilateral Delayed Pedicled Myocutaneous Breast Reconstruction,5242.80655,5242.80655,5242.80655,971,5090765.16,1
Unilateral Excision of Breast with Immediate Free Perforator Flap Reconstruction,10609.25052,10609.25052,10609.25052,752,7978156.39,1
Unilateral Excision of Breast with Immediate Pedicled Myocutaneous Flap Reconstruction,5703.523977,5703.523977,5703.523977,2703,15416625.31,1
Unilateral Fine Needle Aspiration of Lesion of Breast,237.603338,237.603338,237.603338,29170,6930889.37,1
Unilateral Intermediate Breast Procedures with CC Score 0-2,1111.516071,1111.516071,1111.516071,18177,20204027.62,1
Unilateral Intermediate Breast Procedures with CC Score 3+,1899.347038,1899.347038,1899.347038,1536,2917397.05,1
Unilateral Major Breast Procedures with CC Score 0-2,2386.898003,2386.898003,2386.898003,37992,90683028.94,1
Unilateral Major Breast Procedures with CC Score 3-5,2853.980806,2853.980806,2853.980806,7643,21812975.3,1
Unilateral Major Breast Procedures with CC Score 6+,3551.662516,3551.662516,3551.662516,1574,5590316.8,1
Unilateral Major Breast Procedures with Lymph Node Clearance,3896.523661,3526.753757,4485.793382,6052,22446054.75,3
Unilateral Minor Breast Procedures,344.0731612,344.0731612,344.0731612,9022,3104228.06,1
Unilateral Therapeutic Mammoplasty,3506.401246,3506.401246,3506.401246,594,2082802.34,1
Unspecified Acute Lower Respiratory Infection,2560.130386,826.6940502,4964.63893,129491,167364739.1,6
Unspecified Chest Pain with CC Score 0-4,429.1827558,429.1827558,429.1827558,184301,79098811.08,1
Unspecified Chest Pain with CC Score 11+,750.9372074,750.9372074,750.9372074,11169,8387217.67,1
Unspecified Chest Pain with CC Score 5-10,613.0679382,613.0679382,613.0679382,75875,46516529.81,1
Unspecified Haematuria with Interventions,2623.651569,1865.540944,3635.41894,4816,11667485.95,3
Unspecified Haematuria without Interventions,1151.523396,652.8706948,1742.439778,14825,12472175.78,3
Unspecified Oedema with CC Score 0-1,594.1693275,594.1693275,594.1693275,4892,2906676.35,1
Unspecified Oedema with CC Score 2+,1475.28411,1475.28411,1475.28411,837,1234812.8,1
Unspecified Pain with CC Score 0,741.0004782,741.0004782,741.0004782,1401,1038141.67,1
Unspecified Pain with CC Score 1+,1599.787096,1599.787096,1599.787096,637,1019064.38,1
Ureteric or Bladder Disorders,2164.539866,681.4667594,3998.703576,5600,10749659.16,5
Urethral Disorders with Interventions,2753.443202,2753.443202,2753.443202,1196,3293118.07,1
Urethral Disorders without Interventions,734.7328363,734.7328363,734.7328363,1234,906660.32,1
Urinary Incontinence or Other Urinary Problems,1614.871098,539.3323027,3349.371183,19493,26097655.49,7
Urinary Tract Stone Disease with Interventions,3237.530485,2595.239541,3879.821429,2802,8296957.54,2
Urinary Tract Stone Disease without Interventions,1084.614134,575.4457875,1777.419074,33202,20959787.26,3
Uterine Artery Embolisation,2198.500555,2198.500555,2198.500555,1605,3528593.39,1
Uvulopalatoplasty or Uvulopalatopharyngoplasty,1484.948536,1484.948536,1484.948536,717,1064708.1,1
Vacuum Aspiration with Cannula,1298.567553,1036.164688,1560.970419,40736,42998512.53,2
Vacuum Assisted Biopsy of Lesion of Breast,303.7619067,303.7619067,303.7619067,493,149754.62,1
Vaginal Tape Operations for Urinary Incontinence,1774.431468,1596.627282,1952.235653,5836,9592802.09,2
Varicocele Embolisation,1177.529524,1177.529524,1177.529524,1050,1236406,1
Vascular Ultrasound Scan,60.88162784,60.88162784,60.88162784,156840,9548674.51,1
Vasectomy Procedures,718.0948319,718.0948319,718.0948319,9818,7050255.06,1
Vasopressin Antagonist Drugs,707.1362743,707.1362743,707.1362743,824,582680.29,1
Venography,937.7650914,937.7650914,937.7650914,1805,1692665.99,1
Vertebral Column Injury with Interventions,6940.479808,6940.479808,6940.479808,783,5434395.69,1
Vertebral Column Injury without Interventions,2742.442431,1668.760588,4232.460204,15755,41455637.21,4
Very Complex,11598.45453,1794.906885,23107.97065,9584,92000240.87,15
Very Complex Extradural Spinal Procedures with CC Score 0-1,8495.922564,8495.922564,8495.922564,1751,14876360.41,1
Very Complex Extradural Spinal Procedures with CC Score 2-3,10106.72938,10106.72938,10106.72938,617,6235852.03,1
Very Complex Extradural Spinal Procedures with CC Score 4+,14201.0034,14201.0034,14201.0034,362,5140763.23,1
Very Complex Instrumented Correction of Spinal Deformity,7980.910539,801.3447136,15160.47636,1277,1813069.44,2
Very Complex Intracranial Procedures,21935.70021,11162.00403,40271.89042,1702,32974159.17,6
Very Complex Large Intestine Procedures with CC Score 0-2,9150.707873,9150.707873,9150.707873,1810,16562781.25,1
Very Complex Large Intestine Procedures with CC Score 3-5,11619.80254,11619.80254,11619.80254,1277,14838487.84,1
Very Complex Large Intestine Procedures with CC Score 6-8,15002.8494,15002.8494,15002.8494,666,9991897.7,1
Very Complex Large Intestine Procedures with CC Score 9+,18347.80787,18347.80787,18347.80787,582,10678424.18,1
Very Complex Maxillofacial Procedures,15137.20383,15137.20383,15137.20383,366,5540216.6,1
Very Complex Oculoplastics Procedures,1700.795785,1700.795785,1700.795785,949,1614055.2,1
Very Complex Open,10349.32594,8720.160318,12524.80396,2587,26654602.12,3
Very Complex or Complex,6121.850303,2592.757915,12025.01824,1143,5266540.14,4
Very Complex Procedures for Congenital Heart Disease with CC Score 0-6,11914.34087,11914.34087,11914.34087,472,5623568.89,1
Very Complex Procedures for Congenital Heart Disease with CC Score 15+,23909.93958,23909.93958,23909.93958,96,2295354.2,1
Very Complex Procedures for Congenital Heart Disease with CC Score 7-14,17480.82453,17480.82453,17480.82453,430,7516754.55,1
Very Complex Thoracic Procedures with CC Score 0-2,7813.997452,7813.997452,7813.997452,361,2820853.08,1
Very Complex Thoracic Procedures with CC Score 3-5,9735.533536,9735.533536,9735.533536,379,3689767.21,1
Very Complex Thoracic Procedures with CC Score 6+,13969.42845,13969.42845,13969.42845,342,4777544.53,1
Very Complex Vitreous Retinal Procedures,2271.276255,2043.435016,2499.117495,3311,7249748.13,2
Very Major,2020.59052,816.2604774,4140.562979,46046,55092902.29,12
Very Major Ear Procedures,2886.539842,2468.540242,3304.539442,3577,9474523.83,2
Very Major Elbow Procedures for Non-Trauma with CC Score 0-1,4196.38015,4196.38015,4196.38015,733,3075946.65,1
Very Major Elbow Procedures for Non-Trauma with CC Score 2+,7434.584729,7434.584729,7434.584729,277,2059379.97,1
Very Major Elbow Procedures for Trauma with CC score 0-1,4632.487174,4632.487174,4632.487174,1235,5721121.66,1
Very Major Elbow Procedures for Trauma with CC Score 2+,7725.527153,7725.527153,7725.527153,274,2116794.44,1
Very Major Extradural Spinal Procedures with CC Score 0-1,6138.427939,6138.427939,6138.427939,2819,17304228.36,1
Very Major Extradural Spinal Procedures with CC Score 2-3,7178.069921,7178.069921,7178.069921,1258,9030011.96,1
Very Major Extradural Spinal Procedures with CC Score 4+,9890.338459,9890.338459,9890.338459,571,5647383.26,1
Very Major Foot Procedures for Non-Trauma with CC Score 0-1,3177.842603,3177.842603,3177.842603,8079,25673790.39,1
Very Major Foot Procedures for Non-Trauma with CC Score 2-3,4217.933826,4217.933826,4217.933826,1746,7364512.46,1
Very Major Foot Procedures for Non-Trauma with CC Score 4+,6555.892916,6555.892916,6555.892916,487,3192719.85,1
Very Major Foot Procedures for Trauma with CC Score 0-1,5459.110962,5459.110962,5459.110962,2962,16169886.67,1
Very Major Foot Procedures for Trauma with CC Score 2-3,7097.97843,7097.97843,7097.97843,535,3797418.46,1
Very Major Foot Procedures for Trauma with CC Score 4+,10184.83534,10184.83534,10184.83534,296,3014711.26,1
